line,name,lon,lat,20200801,20200802,20200803,20200804,20200805,20200806,20200807,20200808,20200809,20200810,20200811,20200812,20200813,20200814,20200815,20200816,20200817,20200818,20200819,20200820,20200821,20200822,20200823,20200824,20200825,20200826,20200827,20200828,20200829,20200830,20200831
4호선,쌍문,127.0172599,37.6557321,18354,12471,26106,27730,28884,29697,31046,20559,12386,28600,29384,30048,29480,29622,17442,14180,18398,28040,27177,26529,26343,15051,10502,25322,25665,25152,23643,25233,13945,9123,23869
2호선,아현,126.956083,37.557382,6023,3735,8458,8987,9060,9592,10173,6821,3796,9189,9266,9741,9558,9499,5424,4348,5455,9527,8979,9005,8942,5202,3286,8298,8656,8545,7783,8504,4680,3002,7722
3호선,안국,126.9838008,37.577952,9348,5996,17647,19184,19151,19344,20504,10891,5662,19300,19506,21076,20208,19304,12761,7317,7929,17654,16214,15141,14556,5543,4127,13948,14228,14233,13118,13844,4975,3580,13462
3호선,압구정,127.028504,37.526152,19944,10751,29140,30391,30028,32400,34448,23419,11028,31531,32016,32804,32278,32903,16064,11906,18439,29586,27899,27047,28032,16613,8458,24102,26480,25458,23612,26238,15295,7372,23737
3호선,약수,127.011639,37.553241,7586,5158,11751,12468,12403,13008,13685,8514,5376,12461,12732,13057,13081,12939,6849,5753,7542,12083,11556,11423,11501,6220,4105,10961,11091,10613,9920,10714,5985,3640,9887
3호선,양재,127.034369,37.484102,15733,9846,34576,35999,36594,38129,40408,18100,9723,37916,38400,39316,38873,39264,15307,10674,13786,35640,34374,34011,34613,12833,7613,32203,32743,32317,29980,32459,11127,6327,30018
2호선,양천구청,126.8659,37.51263,4317,2390,5933,6290,6191,6781,7027,4040,2434,6590,6753,6800,6661,6621,3602,2662,3410,6234,5746,5684,5616,2851,1947,5476,5399,5334,5036,5359,2442,1613,5100
2호선,역삼,127.036087,37.500326,16748,10397,48853,50051,51235,50942,51098,19690,10914,52987,52466,52486,51921,49960,14772,10002,16970,48116,46978,45379,44045,13318,7186,43725,44021,43769,40333,39660,12000,6449,40428
3호선,연신내,126.920842,37.618812,24566,16711,32025,34656,35202,36644,39161,28804,15974,36459,36661,38486,37967,37722,23004,20384,25001,35203,34336,33138,33219,21113,15269,32465,32497,31364,28642,31354,19754,13005,30194
2호선,영등포구청,126.8959946,37.5248203,9737,5973,20368,21456,21644,23056,23623,11436,6011,22815,23192,23582,23222,22321,9922,6905,9475,21420,20413,20186,20302,8277,5268,20133,20064,19510,18447,19734,7575,4518,18919
3호선,오금,127.128354,37.5022335,3505,2259,5829,6123,6031,6148,6392,3429,2347,6276,6249,6402,6425,6347,2804,2803,2989,5974,5784,5661,5633,2397,1681,5320,5337,5220,4946,5248,2254,1496,5000
3호선,옥수,127.018698,37.540514,5784,3799,8234,8556,8505,9204,9852,6412,3693,8773,8976,9241,9268,9331,5158,4311,5345,8331,8040,7928,7994,4574,3394,7450,7615,7226,6817,7355,4185,2881,6881
2호선,왕십리,127.038526,37.5615,11110,7759,14526,15741,15796,16632,17359,12511,7867,15557,15955,17156,16764,16558,10879,8417,10084,14273,14130,13437,13332,8442,5805,12733,12918,12694,11707,12915,7994,5154,11217
2호선,용답,127.0508327,37.562132,1724,1234,2288,2374,2367,2470,2636,1823,1168,2438,2428,2597,2461,2607,1563,1304,1614,2355,2356,2251,2263,1390,1122,2196,2169,2159,2079,2205,1394,1075,1983
2호선,용두,127.0340711,37.5723109,1331,866,2017,2097,2072,2296,2414,1490,741,2234,2202,2314,2318,2338,1239,976,1378,2047,2073,1993,2019,1166,698,2035,1947,1932,1797,1935,1215,782,1889
2호선,을지로3가,126.997631,37.56662,11617,7711,28646,29248,31525,32922,33573,14221,7655,32624,32350,33659,32667,31029,12421,8174,11852,29472,28602,26961,26114,8292,4365,26140,26206,26149,24603,25233,7561,3789,24383
2호선,을지로4가,126.997631,37.56662,5103,2111,9008,9751,10498,12556,13310,6807,2361,12748,12814,13559,13150,12762,5736,2784,6795,12045,11464,11214,11231,5016,1913,11126,11263,11329,10289,11093,4728,1727,10882
2호선,을지로입구,126.982679,37.566065,17597,12055,37081,38931,39208,40117,41349,20480,12232,36156,39929,41773,40502,39527,21717,13991,15347,35860,34122,32920,32470,12305,9323,31015,31671,31382,29026,30528,11159,8477,29884
2호선,이대,126.945857,37.556761,7824,5109,10506,10974,11224,11897,12730,9207,5019,11461,11491,12284,12248,12165,7344,5697,7634,11302,10891,10231,10375,6378,3940,9721,9722,9594,8413,9736,6161,3377,8374
4호선,이촌,126.9747217,37.5222735,4926,3589,6702,7146,7418,9583,9277,5755,3868,7706,8088,8274,7955,7804,4972,3230,3449,5732,5635,5464,5695,3061,2055,5355,5318,5153,4727,5362,2806,1826,4960
3호선,일원,127.084032,37.483869,3890,2431,9164,9273,9382,9709,9917,4610,2409,9591,9647,9783,9755,9454,3375,2698,5865,8879,8487,8337,8110,3063,1888,7874,7847,7840,7369,7350,2753,1620,7236
2호선,잠실,127.0994508,37.5130478,50848,36484,60342,65019,65295,66940,73528,56427,34897,64761,65258,70167,70011,71000,48282,39948,38271,57878,55583,53623,53607,31617,23321,46974,49747,48723,45247,50454,28928,20555,45342
2호선,잠실나루,127.103839,37.520669,6205,4058,13558,14265,14423,15294,15628,6966,4148,14751,15021,15644,14992,14332,5647,4469,7758,13579,13087,12819,12547,4767,3213,11590,11929,11451,10813,11215,4148,2712,10950
2호선,신천,127.085602,37.511632,13932,8744,18856,20004,19638,20962,21956,15635,8347,20645,20472,21564,21069,21053,11957,8939,11952,18592,17845,17303,17457,10043,6213,16548,16492,15937,14951,16424,9477,5320,14621
3호선,잠원,127.0102252,37.5087756,3367,2066,5373,5636,5609,6350,6387,3595,1984,5872,5848,5993,5809,5778,3099,2244,2897,5054,4925,4705,4768,2957,1548,4474,4513,4407,4195,4442,2834,1562,4116
1호선,제기동,127.0345907,37.5781758,10652,5918,12587,14830,13731,14793,17836,13861,5967,15792,15456,17678,17829,16631,10198,8595,12801,15175,13955,13876,13831,9793,6689,13849,13964,13461,11849,13436,9426,5878,13849
1호선,종각,126.983116,37.570178,16751,9945,36223,38001,38265,38876,40103,19807,10068,39243,38756,41739,39871,37972,27143,10949,15367,34678,31231,29766,28380,9838,6367,28936,27695,28057,26530,27510,9166,5524,25897
1호선,종로3가,126.99219,37.570432,22613,13311,24797,28623,28752,38525,40741,26682,13493,37649,38174,40398,39488,37812,25688,15864,27316,34512,29370,29293,28536,15747,10025,27790,28272,27095,25556,27290,14361,8868,25598
1호선,종로5가,127.0023506,37.5708307,14190,6550,15622,17422,17831,21398,24132,17216,6180,21799,21328,23575,22763,21204,15550,7027,14278,20854,19792,19140,18770,11356,4678,18181,18357,18092,16427,18323,10455,4113,17837
2호선,종합운동장,127.073791,37.511059,4869,3442,6533,8070,7745,8361,8790,5504,2980,6963,8454,9407,8919,8127,4904,3220,3758,6778,6449,6174,6297,3079,2266,5836,5850,5579,5129,5560,2666,1789,5237
3호선,지축,126.913746,37.648114,1752,1143,2754,2951,2929,3105,3472,2019,1047,3183,3165,3365,3219,3120,1547,1306,1755,3002,2818,2878,2745,1417,1021,2739,2680,2591,2380,2627,1339,916,2554
4호선,창동,127.049068,37.653663,17254,12311,23075,24860,25719,26242,27882,19079,11690,25304,26564,27120,26798,26809,15580,13789,16225,24351,23189,23142,22867,13490,9786,22108,22208,21784,20282,21519,11968,8330,20199
1호선,청량리,127.048958,37.581381,15186,9600,16267,18424,19395,18651,21729,16798,8980,19315,19154,21189,20813,20778,14381,12151,14720,18451,17544,17875,17708,12729,9837,17598,17703,16966,15182,17529,12185,8511,16874
4호선,총신대입구,126.981876,37.486491,12244,7887,17108,18244,18111,20302,21186,13965,7866,19143,19244,19925,19651,19527,10975,8896,11363,17391,17152,16570,16867,9694,6352,15908,15990,15582,14281,15803,8944,5665,15066
3호선,충무로,126.9935314,37.5609697,9239,5693,20996,22141,23782,25902,26578,11536,5791,25084,25391,26708,26925,25598,9317,6938,10874,24914,24025,23798,22896,7966,4682,22314,22923,22813,21382,22219,7470,4309,21596
2호선,충정로,126.964274,37.559827,4091,2773,9259,9530,9653,10234,10277,5093,2720,10267,10295,10524,10174,10109,4692,3113,3901,9609,9347,9103,8711,3614,2300,8715,8717,8646,8070,8498,3254,2078,8339
3호선,학여울,127.0717957,37.4957118,1050,721,1548,1736,1660,1731,2459,1770,1161,1738,1899,1865,1762,1807,839,596,818,1652,1556,1517,1540,795,446,1372,1446,1417,1271,1434,660,421,1336
4호선,한성대입구,127.00581,37.58817,8538,5690,11415,12379,12405,13032,13736,9940,5666,12442,12764,13498,12957,12998,8128,6380,7729,11793,11427,10985,10875,6317,4338,10245,10488,10268,9451,10427,6137,3870,9610
2호선,한양대,127.0438395,37.5557992,3244,1665,6411,6737,6786,7157,6971,4232,1921,7187,6912,6982,7248,6828,2756,2249,2993,6614,6438,6455,6526,2810,2141,6283,6191,6056,5396,5602,2612,1603,5393
2호선,합정,126.9139908,37.5495753,21782,14926,26278,28028,28980,30742,32619,25466,15242,28503,29650,31395,31417,32261,21305,17251,17870,27413,27026,26020,25666,15247,11096,23900,24278,23418,21491,23760,13410,9076,21094
4호선,혜화,127.00191,37.582089,22536,17549,26344,29875,31683,32303,32683,25769,17276,28697,31621,34232,32453,31593,23363,19659,15801,28090,27668,25861,24577,13310,10678,22159,23352,23201,20809,21584,11810,8940,20105
2호선,홍대입구,126.9244669,37.557527,48947,34532,44206,49071,50205,53517,59210,58516,35245,48797,51200,56242,55885,58114,48307,41642,39277,45510,42227,39693,39322,28106,22156,35570,36495,35129,31280,35913,25365,17424,29993
3호선,홍제,126.9521234,37.5930169,10736,6685,14745,15837,16031,17162,18419,12344,6817,16958,16915,17481,17385,17021,10167,7893,10615,16049,15460,14818,14904,8911,5764,14225,14528,14094,13020,14200,8282,5077,13514
4호선,회현,126.9707878,37.5547125,14716,5982,20542,22006,21800,22469,24903,16005,5829,13429,14863,14843,15029,15745,8863,6000,12451,19049,18236,18072,18139,9413,4616,17577,17654,17729,15711,17507,8790,4403,17426
